instance,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,y
3632,0,3,4,8,5,0,0,0,1,0,4,3,192,607832,28,0,0,75,2.858377896,5.23,10.32,6.93,
3633,0,3,0,2,4,0,0,0,1,3,9,4,94,523612,28,0,0,126,1.69663007,2.98,9.04,7.7,
3634,0,3,2,3,1,0,0,0,0,2,0,6,63,987786,28,0,0,94,2.420298202,4.78,15.38,8.76,
3635,0,3,1,8,3,0,0,0,1,4,2,5,88,433219,28,0,0,110,1.487532467,5.2,7.44,5.85,
3636,0,3,0,1,2,0,1,0,1,0,0,1,170,662047,28,0,0,126,2.197987225,5.22,9.76,7.81,
3637,None,10,0,None,2,0,1,0,2,1,6,7,141,819808,44,0,0,126,1.899906099,5.17,8.04,5.64,
3638,0,3,1,2,4,0,0,38,1,3,8,7,116,764742,28,0,0,157,1.436152066,4.18,11.06,10.38,
3639,0,3,0,5,2,0,1,0,2,3,6,6,107,507191,28,0,0,123,1.742891305,4.5,11.21,6.11,
3640,None,1,2,None,1,4,1,18,3,3,2,0,66,726606,31,0,0,79,0.538194869,4.08,9.8,8.37,
3641,0,3,2,4,3,0,0,0,2,0,3,2,126,1073906,28,0,0,141,4.54768604,3.95,10.54,7.7,
3642,0,1,2,8,3,0,0,0,0,3,0,4,75,631375,31,0,0,126,1.989021756,4.51,12.27,6.62,
3643,None,0,2,None,1,0,1,0,1,4,3,3,72,357199,41,0,0,157,2.350967991,6.81,9.63,8.76,
3644,None,1,0,None,2,0,1,0,0,1,3,3,163,422378,31,0,0,157,1.797927116,4.93,9.26,8.88,
3645,0,10,0,5,0,0,0,0,1,1,0,3,94,807295,44,0,0,110,2.827779321,1.96,7.76,8.34,
3646,4,3,5,2,5,0,0,0,2,4,7,7,116,506145,28,0,0,31,2.669542067,3.26,10.25,9.97,
3647,0,12,1,7,3,0,0,0,3,1,5,6,154,347677,19,0,0,101,1.053238433,4.07,10.05,6.5,
3648,None,3,2,None,3,0,0,0,1,1,2,5,57,481612,28,0,0,126,3.43060486,5.46,11.98,8.65,
3649,2,3,0,4,2,0,1,0,2,4,4,0,179,615234,28,0,0,126,0.406372789,2.63,13.33,10.09,
3650,0,1,2,2,3,4,1,0,1,4,9,3,72,1228900,31,0,0,79,1.484662619,5.95,10.78,10.15,
3651,0,3,2,1,5,0,1,None,2,0,7,3,94,819271,28,0,0,126,3.791867168,5.68,6.83,8.28,
3652,1,3,1,3,3,0,1,0,1,1,6,5,167,1054491,28,0,0,94,3.052398152,3.82,9.61,8.31,
3653,0,3,0,7,2,0,1,0,0,0,8,7,167,558346,28,0,0,126,1.698999213,3.97,9.84,11.06,
3654,0,12,2,6,1,4,1,0,1,3,9,5,85,865402,19,0,0,126,1.962291105,6.54,10.86,7.32,
3655,0,3,0,1,2,0,1,0,2,1,4,4,63,1620424,28,0,0,126,3.541886286,4.56,15.08,6.92,
3656,0,1,0,7,2,0,1,0,0,2,7,4,132,410795,31,0,0,126,2.787501487,5,9.92,11.76,
3657,0,1,2,3,3,0,1,0,1,3,1,1,132,380305,31,0,0,141,1.621707787,4.62,14.53,7.34,
3658,2,3,0,4,2,0,1,0,0,2,4,2,101,143872,28,0,0,141,2.584465008,5.11,9.29,10.57,
3659,0,1,2,3,3,0,1,0,2,0,6,0,63,743304,31,0,0,63,1.789203971,6.28,12.48,8.23,
3660,0,3,2,8,4,4,1,None,2,2,8,5,88,990503,28,0,0,126,2.353283955,4.17,12.17,8.91,
3661,4,3,0,4,2,3,1,0,0,3,2,4,135,108825,28,0,5928,126,2.625684089,4.85,10.97,9.92,
3662,0,12,0,3,1,0,0,0,1,3,4,3,53,587132,19,0,0,94,1.919939892,3.3,8.42,10.68,
3663,0,3,3,8,3,4,1,0,0,0,0,2,129,1014672,28,7395,0,126,2.8432958,6.42,8.16,7.66,
3664,4,3,3,2,5,4,0,0,2,3,8,0,129,548180,28,0,0,126,0.726679575,5.72,8.03,6.75,
3665,0,1,0,1,2,0,1,0,0,3,4,3,179,674245,31,0,0,126,2.650904921,5.68,12.85,9.05,
3666,0,10,0,0,2,0,1,0,3,0,1,0,97,372938,44,0,5975,126,2.120625615,3.86,9.3,8.68,
3667,0,3,0,1,2,0,1,0,2,4,4,1,91,643976,28,0,0,157,0.792435814,5.45,8.42,10.66,
3668,None,3,1,None,3,0,0,0,0,3,6,0,145,118350,28,0,0,47,-0.476652162,6.6,7.37,7.17,
3669,0,3,0,0,2,0,1,0,2,1,6,1,163,553310,28,0,0,126,2.060145869,3.32,8.75,8.44,
3670,0,1,1,4,3,0,0,0,2,0,3,4,110,438714,31,0,0,126,1.628487662,4.62,8.89,7.29,
3671,0,3,0,10,2,0,1,0,2,3,2,3,116,609013,28,0,0,141,2.6161487,3.67,14.13,5.76,
3672,0,0,0,8,1,2,0,0,0,3,0,3,69,98605,41,9063,0,79,2.588439955,5.21,9.43,7.53,
3673,5,5,0,8,2,0,1,0,3,0,5,5,126,1086894,38,0,0,126,0.883017421,5.37,13.74,6.43,
3674,5,3,0,10,2,2,1,0,3,4,8,4,132,955993,28,0,0,126,0.116585674,6.34,11.78,5.95,
3675,0,3,2,6,1,0,1,0,2,3,5,3,88,134253,28,0,0,126,2.753821442,4.28,11.98,7.2,
3676,0,0,2,0,3,0,1,0,1,1,1,2,119,164189,41,0,0,126,0.349519342,4.54,8.28,8.87,
3677,None,3,2,None,3,0,0,0,1,2,6,6,173,537193,28,0,0,126,1.384741483,3.99,8.27,10.28,
3678,0,1,1,3,5,0,0,0,0,2,3,4,113,1061962,31,0,0,126,0.765532958,5.3,14.69,6.37,
3679,0,10,0,4,2,0,1,0,3,3,8,1,129,327341,44,0,0,157,0.995677319,3.98,13.27,8.33,
3680,0,10,0,5,2,0,1,0,1,4,9,3,154,700038,44,0,0,132,3.292392951,4.3,7.53,8.23,
3681,0,3,5,1,3,0,1,0,1,4,4,7,198,314470,28,0,0,126,1.450491982,3.76,7.53,10.04,
3682,0,1,2,8,1,0,0,0,1,0,1,4,57,410455,31,0,0,79,1.503456703,4.94,13.18,11.92,
3683,0,6,1,4,5,4,0,0,0,1,4,6,123,801191,35,0,0,126,2.030886498,4.93,11.67,6.97,
3684,1,5,1,3,3,0,1,0,3,3,3,4,104,577356,38,0,0,126,4.291617539,3.8,8.97,9.77,
3685,0,3,2,11,3,0,0,20,3,2,4,3,107,711976,28,0,0,126,0.755134557,4.8,9.55,7.83,
3686,0,10,2,8,3,0,1,0,0,0,9,3,113,550910,44,42569,0,157,1.765623202,4.44,6.78,6.27,
3687,0,3,0,1,2,0,1,0,2,4,0,7,123,587270,28,0,0,119,1.929279481,5.92,8.56,7.72,
3688,0,1,2,2,1,0,0,0,3,2,5,4,60,138032,31,0,0,38,1.677447919,4.38,11.06,8.11,
3689,0,3,1,5,5,0,0,0,3,4,7,2,145,678405,28,0,0,126,2.023567494,4.62,7.19,10.26,
3690,0,3,1,3,3,0,1,0,2,0,4,0,192,677921,28,0,0,126,2.450751831,6.53,13.44,7.52,
3691,0,1,2,8,1,0,0,0,2,1,8,3,60,358349,31,0,0,82,3.915623065,4.34,11.14,10.08,
3692,2,10,0,3,2,0,1,0,2,0,5,2,192,356709,44,0,0,126,0.577297946,4.82,8.24,7.6,
3693,None,1,2,None,4,0,1,0,0,2,0,3,57,695272,31,0,0,126,2.177968257,5.44,7.73,8.02,
3694,0,0,2,3,3,0,0,0,0,3,7,5,85,1909014,41,0,0,126,2.042706315,5.24,10.37,8.96,
3695,0,1,0,2,2,0,1,0,0,1,3,1,97,325384,31,0,0,141,1.705055615,3.92,7.64,9.07,
3696,0,14,2,2,4,0,1,20,2,3,4,6,53,851189,9,0,0,151,0.816659115,5.88,11.83,8.18,
3697,0,12,1,8,5,0,0,0,0,1,8,2,132,614144,19,0,0,126,1.241457077,5.02,6.52,8.56,
3698,0,8,1,7,3,4,1,0,3,3,8,6,170,169850,13,0,0,126,0.71052781,3.95,11.47,7.31,
3699,0,3,2,8,5,0,0,0,3,0,6,5,148,144064,28,0,0,126,1.545719612,6.24,9.72,9.18,
3700,0,1,1,8,3,0,1,0,3,1,5,7,138,430354,31,0,0,126,0.567089939,3.93,7.3,7.81,
3701,0,0,2,6,3,0,1,0,3,0,5,4,91,1061711,41,0,0,113,2.940034175,6.05,11.96,7.67,
3702,0,8,1,7,5,4,0,0,3,0,6,6,167,778019,13,0,0,176,0.086678549,5.36,7.5,8.81,
3703,0,1,0,4,2,0,1,12,0,3,7,5,104,841504,31,0,0,126,1.586943306,4.82,5.87,7.66,
3704,0,2,1,2,3,4,1,0,0,1,4,5,179,494081,22,0,0,170,2.797624633,6.98,11.39,11.14,
3705,1,3,0,4,2,0,1,9,3,3,7,7,82,237674,28,0,0,126,3.545800445,6.99,13.26,8.52,
3706,0,3,0,4,2,0,1,0,0,3,6,7,126,1399209,28,0,0,126,1.878966918,4.76,11.09,5.75,
3707,0,3,0,10,2,0,1,0,1,3,0,5,163,514210,28,0,0,173,4.57166765,4.75,13.67,9.84,
3708,4,5,2,8,1,2,0,0,2,2,4,4,97,476661,38,0,0,126,0.889191712,4.7,8.1,7.53,
3709,0,5,0,5,2,0,1,0,1,2,4,2,119,452103,38,0,0,126,2.224377024,5.61,8.32,9.76,
3710,3,3,0,10,2,0,1,0,1,0,6,3,129,827304,28,0,0,126,3.136243544,4.94,9,6.67,
3711,0,3,2,1,3,0,1,0,2,2,6,6,107,195954,28,0,0,151,3.476557041,3.86,11.17,7.35,
3712,0,10,0,5,2,0,1,0,1,4,0,5,154,596249,44,0,0,188,0.789969667,4.81,7.46,7.89,
3713,5,1,2,8,3,0,0,0,1,0,7,4,126,535720,31,0,0,119,3.104048745,5.3,11.01,8.77,
3714,None,3,2,None,1,4,1,0,3,0,9,1,88,190776,28,0,0,126,2.221190479,4.04,10.47,6.61,
3715,0,0,0,6,2,0,1,0,2,0,4,7,141,636160,41,0,0,116,3.168491305,3.8,8.39,7.24,
3716,0,5,0,1,2,0,1,0,1,2,5,1,129,557020,38,0,0,188,1.669486561,6.19,11.32,9,
3717,0,1,0,8,2,0,1,0,3,1,1,7,167,148899,31,0,0,157,0.957663445,3.23,13.68,7.49,
3718,0,3,1,9,1,0,1,0,1,1,6,7,116,681487,28,0,0,188,2.340562855,4.17,12.32,8.03,
3719,None,3,3,None,5,0,1,0,2,3,7,5,163,903444,28,0,0,126,2.210402908,4.34,10.1,7.28,
3720,0,3,4,2,5,0,0,0,3,0,2,7,126,441579,28,0,0,79,1.620618941,3.47,11.72,8.53,
3721,0,1,0,5,2,2,1,0,0,3,9,0,97,317291,31,0,0,126,3.590466826,5.41,10.95,8.07,
3722,4,5,2,12,3,4,1,0,0,2,2,1,94,486743,38,0,0,126,1.948954043,5.79,7.47,8.61,
3723,0,3,2,1,3,0,1,0,0,0,7,7,110,74208,28,0,0,220,1.517440793,4.57,6.95,6.6,
3724,4,3,2,8,3,0,0,0,0,1,7,6,141,791009,28,0,0,116,1.626941076,5.88,12.69,8.01,
3725,0,3,1,7,3,0,0,0,3,1,5,5,135,443992,28,0,0,126,3.061244305,4.4,10.52,7.35,
3726,0,10,2,5,3,0,1,0,0,1,9,3,123,100990,44,0,0,188,2.252334723,6.01,11.75,8.82,
3727,0,7,2,6,1,0,1,0,1,4,9,1,63,724081,16,0,0,126,0.303088946,4.73,10.2,8.68,
3728,0,0,5,4,5,0,1,0,0,2,7,4,141,634178,41,0,0,126,1.233362659,4.99,8.68,7.76,
3729,5,3,1,8,3,0,0,0,1,0,4,6,119,986623,28,0,0,119,1.280098743,5.77,9.49,10.15,
3730,0,9,2,2,1,0,0,0,0,1,3,5,75,556964,25,0,0,119,2.998164665,3.23,6.57,8.7,
3731,4,3,3,2,3,0,1,0,3,1,6,0,135,847391,28,0,0,126,2.578175122,4.56,10.3,10.8,
3732,1,0,0,9,2,0,1,0,2,2,0,0,148,1025077,41,0,0,188,0.706577596,4.61,10,10.64,
3733,0,3,2,10,3,0,1,0,1,2,8,6,63,1604232,28,0,0,126,1.736252146,4.58,10.22,9.77,
3734,0,3,1,2,3,4,1,0,3,3,1,4,110,1749559,28,0,0,126,3.143758722,4.41,14,7.31,
3735,None,1,2,None,1,0,0,0,1,0,0,1,60,1120660,31,0,0,79,2.591490002,4.82,9.04,7.36,
3736,1,0,0,1,2,0,1,0,2,1,5,5,132,311599,41,0,0,157,0.603536488,5.13,8.8,8.81,
3737,1,3,3,9,3,0,1,0,3,3,8,1,182,407735,28,0,0,157,2.063665083,4.07,12.38,6.79,
3738,0,3,1,0,3,0,0,0,3,0,3,1,148,790136,28,0,0,113,1.80734692,5.52,7.79,9.01,
3739,0,1,2,2,3,0,1,0,3,4,7,5,85,460831,31,0,0,126,1.277173359,5.83,11.44,9.2,
3740,0,0,0,5,2,0,1,0,0,2,2,1,88,435714,41,0,5928,126,0.290360889,4.93,10,7.72,
3741,None,3,0,None,2,4,1,0,0,0,7,0,101,1069964,28,0,0,141,1.928551613,4.04,7.59,7.38,
3742,0,3,0,7,2,0,1,0,1,2,4,2,85,638246,28,0,0,126,0.172213017,4.58,8.32,8.72,
3743,1,2,0,1,2,0,1,0,2,1,6,6,176,673316,22,0,0,126,0.736437827,4.21,11.33,7.87,
3744,0,3,5,1,5,0,0,0,3,3,0,7,119,908385,28,0,0,126,1.285552081,3.66,12.03,9.42,
3745,0,10,2,5,5,0,1,None,0,0,7,5,79,445717,44,0,0,141,1.390174981,5.18,12.02,8.6,
3746,4,1,0,8,0,0,0,0,1,3,4,7,104,315560,31,0,0,126,1.292098216,4.17,6.44,7.71,
3747,4,3,1,8,5,0,0,0,2,4,7,0,101,314583,28,0,0,126,2.000881623,4.07,8.47,7.11,
3748,None,3,0,None,1,0,0,0,1,1,1,2,72,1410892,28,0,0,94,1.970535497,5.82,7.57,9.13,
3749,0,3,1,1,4,0,1,0,2,4,5,4,151,109469,28,0,0,126,1.861606563,5.95,11.95,7.27,
3750,0,1,0,7,2,0,1,5,0,3,6,0,107,356144,31,0,0,126,3.181125696,7.03,10.43,8.14,
3751,0,5,4,8,5,0,0,0,0,3,4,7,170,559992,38,0,0,94,2.665895299,6.69,10.27,7.41,
3752,0,5,1,8,5,0,0,0,3,2,7,1,119,267268,38,0,0,126,2.80718957,4.09,9.82,6.86,
3753,0,1,2,8,3,0,1,0,1,4,0,4,72,910776,31,0,0,141,2.063246897,2.94,8.03,4.32,
3754,0,2,2,2,1,0,1,0,0,4,2,4,57,249578,22,0,0,25,1.377567284,5.22,11.53,6.78,
3755,None,1,2,None,5,0,0,0,0,4,4,1,101,451444,31,0,0,126,1.661061356,4.52,10.43,9.04,
3756,0,1,0,5,2,0,1,0,3,1,9,0,91,706412,31,0,0,141,2.409014907,5.06,11.79,8.12,
3757,0,10,0,5,2,0,1,0,2,0,9,4,107,96362,44,0,0,173,2.435851907,7.48,12.7,8.73,
3758,0,1,0,0,2,0,1,0,3,0,6,7,94,543511,31,0,0,157,2.113114571,4.43,10.53,8.58,
3759,0,1,5,3,5,3,0,26,1,3,8,4,75,415718,31,0,0,94,1.426081301,4.11,11.9,9.62,
3760,0,1,0,1,2,0,1,0,3,3,3,7,119,324599,31,24153,0,126,1.764120046,5.73,12.36,6.85,
3761,0,1,1,8,5,0,0,0,1,4,6,6,107,616547,31,0,0,126,1.269997196,6.82,8.24,7.03,
3762,4,10,0,5,0,0,0,0,1,0,8,0,157,544199,44,0,0,126,0.194196054,3.78,9.79,10.16,
3763,4,3,2,2,1,0,1,0,0,2,0,5,104,514803,28,0,0,25,3.144499237,5.64,11.38,9.68,
3764,0,1,2,10,1,0,1,0,0,2,1,7,69,1282973,31,0,0,126,2.26190993,3.79,5.76,6.17,
3765,None,0,0,None,2,0,1,0,2,4,7,6,207,165650,41,0,0,31,1.574916279,6.02,8.97,7.96,
3766,0,1,2,8,1,0,1,0,3,1,1,5,66,405994,31,0,0,126,1.416958752,4.3,10.06,8.67,
3767,1,3,0,4,2,0,1,0,0,3,7,3,254,427455,28,0,0,94,2.654392575,4.41,10.09,10.29,
3768,0,5,0,0,2,0,1,0,0,0,8,0,85,410942,38,0,0,126,2.200631758,5.73,11.68,8,
3769,0,1,1,8,5,0,0,0,2,0,9,2,141,71031,31,0,0,126,1.334877234,4.52,10.2,9.33,
3770,0,3,0,3,2,0,1,0,3,2,7,6,141,441846,28,0,0,157,3.035255669,6.32,10.98,6.13,
3771,0,3,0,1,2,0,1,0,3,1,7,0,123,512824,28,0,0,188,1.653628896,5.87,9.31,8.65,
3772,0,3,4,2,3,0,0,0,0,4,8,3,148,1015400,28,0,0,126,3.975735711,4.55,9.67,7.3,
3773,1,1,0,9,2,0,1,0,3,2,5,3,101,366021,31,0,0,157,0.244889701,2.73,10.31,6.79,
3774,1,1,0,4,2,0,1,0,0,2,8,5,151,1248676,31,0,0,188,2.492528624,6.47,9.94,10.87,
3775,None,1,0,None,2,0,1,0,3,2,2,3,116,800393,31,0,0,126,2.707646564,4.99,8.37,8.74,
3776,1,6,0,3,2,0,1,0,1,2,7,4,157,181452,35,0,0,188,2.686690622,5.69,11.27,7.2,
3777,0,0,2,0,3,0,0,0,0,0,1,5,110,369225,41,0,0,126,2.031322049,4.22,7.7,8.72,
3778,0,3,2,4,3,0,1,0,2,1,6,3,94,1090654,28,0,0,188,1.785338995,5.35,11.1,9.72,
3779,4,3,2,8,1,0,1,0,0,4,8,3,72,405994,28,0,0,126,0.561795032,3.94,8.16,10.62,
3780,3,0,1,8,3,0,1,0,3,4,6,1,185,310967,41,0,0,126,1.453091999,6.17,8.46,6.28,
3781,1,3,0,1,2,0,1,0,0,3,3,1,188,171383,28,0,0,63,1.461698149,5.91,11.01,8.06,
3782,0,3,2,8,1,0,0,0,1,4,2,3,60,592561,28,0,0,75,1.970355287,3.67,6.64,7.81,
3783,0,3,2,7,5,0,1,0,2,4,4,7,116,111303,28,4731,0,126,2.403377763,5.08,8.9,8.31,
3784,0,3,0,3,2,0,1,0,1,3,9,5,176,158619,28,0,0,141,2.280118906,6.3,12.86,7.35,
3785,None,3,0,None,2,1,1,11,0,2,8,1,195,227721,28,0,0,75,1.216117521,5.77,11.2,7.41,
3786,4,10,1,5,5,0,0,0,3,1,0,6,138,1133751,44,0,0,126,3.581703062,3.83,12.86,4.85,
3787,4,1,0,2,2,0,1,0,3,3,8,7,167,678553,31,0,0,110,0.835537538,5.26,10.1,7.61,
3788,0,1,1,8,3,0,0,0,2,0,5,0,151,311319,31,0,4995,119,2.839802849,3.58,15.75,9.25,
3789,0,1,0,5,2,0,1,5,1,2,1,0,163,328300,31,0,0,126,1.965271545,4.11,10.64,8.88,
3790,None,1,2,None,4,0,0,0,0,3,6,0,60,441076,31,0,0,94,3.060118646,6.36,9.07,6.63,
3791,0,3,5,2,5,0,0,0,3,4,2,1,160,181264,28,0,0,126,3.460385802,4.9,6.16,6.77,
3792,0,7,0,1,2,0,1,0,0,0,6,3,173,627417,16,0,0,151,1.11561693,5.88,12.02,6.51,
3793,0,6,0,7,2,0,1,0,1,3,3,0,91,180400,35,0,0,151,1.649832348,3.61,8.02,6.84,
3794,0,14,0,9,2,0,1,20,2,1,4,5,179,1227910,9,0,0,141,1.30329781,4.75,11.6,7.54,
3795,3,0,2,8,3,0,1,0,3,4,8,3,141,528516,41,0,0,173,1.569513374,4.68,10.38,9.62,
3796,1,1,0,3,2,0,1,0,3,2,7,2,82,294700,31,0,0,173,1.993420481,5.19,9.79,6.61,
3797,2,0,0,4,2,0,1,0,2,4,5,3,88,447498,41,0,0,157,3.892420702,6.42,11.06,8.88,
3798,3,5,2,8,1,4,1,0,0,4,6,7,72,1514549,38,0,0,63,2.192296279,5.51,8.34,6.37,
3799,0,3,0,8,0,0,0,0,3,3,6,1,188,522541,28,0,0,126,1.179024942,3.98,10.9,7.87,
3800,1,12,5,10,3,0,1,0,1,3,4,7,167,474880,19,0,0,311,1.036189317,5.35,6.38,7.06,
3801,0,0,2,3,1,0,0,0,3,2,7,2,69,369470,41,0,0,25,2.523295716,5.6,8.82,7.08,
3802,0,3,1,3,4,0,0,0,3,0,2,5,66,828253,28,0,0,126,1.159465952,6.63,13.26,8.08,
3803,0,6,2,7,1,0,1,0,2,4,3,7,66,667962,35,0,0,126,0.39046038,5.39,7.68,9.07,
3804,0,3,0,7,2,4,1,0,3,2,6,2,110,1462433,28,0,0,126,1.093453323,4.66,12.26,9.89,
3805,0,3,0,1,2,0,1,0,2,1,7,3,107,536496,28,0,0,157,2.787877633,4.39,11.85,8.21,
3806,5,1,2,2,1,0,0,0,2,0,9,1,66,582935,31,0,0,35,2.393062464,4.4,10.56,10.37,
3807,0,3,2,4,3,1,0,39,2,0,3,3,119,510669,28,0,0,110,1.753215422,6.08,10.2,7.18,
3808,0,1,0,7,2,0,1,0,1,4,7,3,132,1334721,31,12277,0,126,1.911857268,4.31,10.16,6.16,
3809,0,1,0,7,2,0,1,0,2,2,4,4,167,474318,31,9855,0,126,3.563459333,6.32,12.32,6.7,
3810,0,4,0,5,2,0,1,0,3,2,0,2,151,148732,47,0,6211,220,1.821970092,5.87,8.32,10.96,
3811,0,3,0,2,0,4,0,0,0,1,0,5,60,219682,28,0,0,50,1.753090757,7.06,9.39,9.93,
3812,4,10,0,4,2,4,1,0,3,4,6,6,154,549719,44,0,0,148,3.564939811,4.11,11.11,7.99,
3813,0,0,0,5,0,0,0,0,1,4,0,5,94,510327,41,24153,0,157,1.478079496,5.61,12.45,8.45,
3814,0,1,2,8,3,0,0,0,3,3,0,3,107,423757,31,0,0,126,2.568154144,5.12,12.48,8.75,
3815,None,4,0,None,2,0,1,0,2,4,7,2,242,481019,47,4571,0,79,2.410253738,5.29,7.15,5.72,
3816,0,0,2,3,1,0,0,0,0,0,9,3,79,791414,41,0,0,126,1.831132878,5.86,7.31,6.51,
3817,3,10,0,5,2,0,1,28,3,4,4,3,163,1315196,44,47199,0,126,1.831224969,5.01,8.39,8.5,
3818,0,3,0,4,2,0,1,0,3,3,3,1,119,337099,28,0,0,157,1.227807846,5.5,13.42,9.28,
3819,0,3,2,6,3,4,1,0,2,1,4,6,79,1268537,28,0,0,113,1.753873998,6.12,10.86,7.34,
3820,2,1,0,4,2,0,1,0,2,2,0,6,242,603908,31,0,0,126,3.508762556,4.88,12.33,6.39,
3821,0,3,2,1,5,0,1,0,3,1,1,3,101,767010,28,0,0,31,2.488592775,3.65,11.93,7.17,
3822,0,3,0,10,2,0,1,0,3,2,0,6,220,460645,28,10904,0,104,2.920984505,4.93,12.29,9.47,
3823,0,3,0,9,2,0,1,20,2,0,9,5,135,601763,28,0,0,126,1.763340228,5.65,4.75,7.17,
3824,0,7,0,3,2,0,1,20,0,3,5,0,75,1035249,16,0,0,141,1.898837693,4.93,7.62,7.84,
3825,0,3,0,3,2,0,1,0,1,3,0,4,75,308778,28,0,0,157,1.553658505,4.61,8.97,6.46,
3826,5,0,2,3,3,0,0,0,2,4,0,1,79,209519,41,0,0,126,3.093180086,4.05,7.15,6.3,
3827,0,10,2,5,3,0,1,None,3,2,4,6,110,590836,44,42569,0,173,1.813993457,4.05,8.11,6.86,
3828,0,2,4,7,3,0,0,0,2,0,8,2,182,921740,22,0,0,126,2.055582883,4.95,8.62,7.03,
3829,5,3,2,10,3,0,1,0,0,3,3,4,160,712780,28,0,0,126,1.454103887,4.29,11.12,9.82,
3830,0,0,0,10,2,0,1,0,0,3,0,6,173,1184735,41,47199,0,188,1.248992671,7.76,11.78,9.57,
3831,0,0,0,3,2,0,1,0,2,0,3,6,85,430596,41,0,0,157,1.00292944,5.58,10.96,8.35,
3832,0,2,0,1,2,0,1,0,2,2,2,3,116,760146,22,0,0,157,3.244505154,7.61,7.1,2.91,
3833,1,3,0,4,2,0,1,17,3,0,2,0,88,1289156,28,0,0,126,0.797815302,5.77,9.69,8.37,
3834,0,3,2,2,3,0,0,0,1,2,5,7,69,668540,28,0,0,126,1.778373811,5.76,10.01,8.64,
3835,0,3,0,12,2,0,1,0,0,1,1,6,101,371214,28,0,0,126,0.7631129,4.48,9.67,8.18,
3836,4,0,2,5,4,4,1,0,0,3,8,7,107,657262,41,0,0,47,1.191138953,3.12,9.84,9.15,
3837,4,0,1,5,4,0,0,0,0,3,8,3,132,659163,41,0,0,173,2.896288134,5.45,8.48,6.79,
3838,0,1,0,7,2,4,1,0,1,2,4,2,107,1070231,31,0,6462,110,3.468066484,4.52,8.32,7.03,
3839,None,12,2,None,1,0,0,0,0,3,9,3,53,804791,19,0,0,47,1.870931074,3.34,8.89,6.15,
3840,1,1,4,4,5,0,0,0,3,3,3,7,204,99714,31,0,0,141,3.332797118,4.89,8.98,8.55,
3841,0,3,2,1,1,0,1,0,0,1,8,5,97,590959,28,12884,0,126,0.339295292,6.63,7.41,6.5,
3842,0,1,0,3,2,4,1,0,3,3,0,4,79,963420,31,0,0,141,1.379078206,4.04,8.06,10.06,
3843,0,6,2,8,1,0,0,0,3,2,0,6,91,305328,35,0,0,126,2.78994541,7.13,12.1,5.76,
3844,1,8,5,9,5,0,1,0,2,4,7,2,251,92492,13,0,0,47,1.975087036,4.27,11.34,8.39,
3845,0,3,1,4,5,0,0,0,1,3,1,2,110,534897,28,0,0,126,2.867789649,3.75,7.44,5.6,
3846,0,3,0,7,2,0,1,0,1,2,1,2,91,658076,28,0,0,119,2.603318029,5.19,10.37,8.53,
3847,0,12,2,3,5,0,0,0,1,1,9,3,53,972335,19,0,0,75,1.576122879,5.47,10.67,9.35,
3848,None,1,4,None,5,0,0,0,2,3,1,4,254,335412,31,0,0,13,3.33664702,5.74,7.84,7.68,
3849,0,1,2,1,3,0,1,8,2,1,4,7,129,623028,31,0,0,157,2.637903485,4.82,8.23,4.85,
3850,0,1,1,3,3,0,1,0,1,0,9,1,173,1028576,31,0,0,204,2.922458281,3.66,9.84,9.29,
3851,0,3,0,3,2,0,1,0,3,0,8,5,79,170582,28,0,0,94,2.162844456,4.92,9.9,8.97,
3852,2,13,0,5,2,0,1,0,3,1,9,3,129,1555280,50,314156,0,220,1.37653044,5.25,11.1,8.25,
3853,2,0,2,3,3,0,1,0,1,4,5,2,91,828708,41,0,0,126,2.048363031,4.2,10.28,8.2,
3854,0,1,0,1,2,0,1,0,3,3,9,4,101,382549,31,0,0,126,0.745948481,5.38,7.53,8.64,
3855,0,0,2,4,1,0,0,0,3,0,2,5,72,609771,41,0,0,126,1.060010527,4.76,9.3,7.42,
3856,0,1,0,1,2,0,1,0,3,3,7,5,129,592551,31,0,0,126,1.486254164,4.1,10.41,9.3,
3857,0,13,0,0,0,0,0,None,3,3,5,7,110,1078832,50,0,0,63,3.347973445,3.72,8.01,6.81,
3858,1,3,0,1,2,0,1,0,1,3,4,5,119,244479,28,0,0,126,1.864355797,6.13,9.14,9.03,
3859,0,3,2,8,1,0,0,0,3,1,1,7,69,384129,28,0,0,126,2.923155061,3.96,6.52,7.56,
3860,0,3,0,1,2,0,1,0,0,1,2,2,141,322865,28,0,5928,126,1.599549978,5.14,9.48,5.15,
3861,1,3,0,9,2,0,1,0,3,4,8,3,173,468625,28,0,0,94,1.868675665,3.75,13.25,8.83,
3862,0,3,2,10,3,0,1,0,2,4,7,4,104,251510,28,0,0,126,1.642079607,5.57,5.56,5.14,
3863,3,1,2,8,1,4,0,0,1,0,1,7,63,602803,31,0,0,63,1.242277339,4.27,10.12,8.48,
3864,1,8,0,1,2,0,1,0,3,0,3,1,188,888003,13,0,0,126,1.105676853,5.5,7.77,6.41,
3865,0,1,0,1,2,0,1,0,3,2,2,6,135,481078,31,0,0,126,1.689467625,5.06,12.41,7.54,
3866,4,0,2,5,1,0,0,0,2,4,8,4,72,662188,41,0,0,47,2.194203859,4.39,11.22,8.74,
